variant_name,mask_name,width_core,halo_width,keep_core,keep_halo,side_sigma,feather_radius,core_coverage_percent,halo_coverage_percent,edit_coverage_percent,mean_abs_removed_core,mean_abs_removed_halo,mean_abs_removed_outside,core_outside_ratio
D85b_wc7_h4_kc0.10_kh0.2_s15,D85b,7,4,0.1,0.2,15.0,2.0,14.983673469387753,10.643101343101343,25.6267748124891,194.49392700195312,148.1473846435547,0.0,194493927.00195312
D85b_wc7_h4_kc0.10_kh0.3_s15,D85b,7,4,0.1,0.3,15.0,2.0,14.983673469387753,10.643101343101343,25.6267748124891,194.49392700195312,129.6288604736328,0.0,194493927.00195312
D85b_wc7_h8_kc0.00_kh0.2_s10,D85b,7,8,0.0,0.2,10.0,2.0,14.983673469387753,21.813535670678526,36.797209140066286,226.4921417236328,142.85426330566406,0.0,226492141.7236328
D85b_wc7_h8_kc0.00_kh0.3_s10,D85b,7,8,0.0,0.3,10.0,2.0,14.983673469387753,21.813535670678526,36.797209140066286,226.4921417236328,124.99745178222656,0.0,226492141.7236328
D85b_wc7_h8_kc0.05_kh0.2_s10,D85b,7,8,0.05,0.2,10.0,2.0,14.983673469387753,21.813535670678526,36.797209140066286,215.1675262451172,142.85426330566406,0.0,215167526.2451172
D85b_wc7_h8_kc0.05_kh0.3_s10,D85b,7,8,0.05,0.3,10.0,2.0,14.983673469387753,21.813535670678526,36.797209140066286,215.1675262451172,124.99745178222656,0.0,215167526.2451172
D85b_wc7_h8_kc0.10_kh0.2_s10,D85b,7,8,0.1,0.2,10.0,2.0,14.983673469387753,21.813535670678526,36.797209140066286,203.84291076660156,142.85426330566406,0.0,203842910.76660156
D85b_wc7_h8_kc0.10_kh0.3_s10,D85b,7,8,0.1,0.3,10.0,2.0,14.983673469387753,21.813535670678526,36.797209140066286,203.84291076660156,124.99745178222656,0.0,203842910.76660156
D85b_wc7_h8_kc0.00_kh0.2_s15,D85b,7,8,0.0,0.2,15.0,2.0,14.983673469387753,21.813535670678526,36.797209140066286,224.7399139404297,145.80487060546875,0.0,224739913.9404297
D85b_wc7_h8_kc0.00_kh0.3_s15,D85b,7,8,0.0,0.3,15.0,2.0,14.983673469387753,21.813535670678526,36.797209140066286,224.7399139404297,127.5792236328125,0.0,224739913.9404297
D85b_wc7_h8_kc0.05_kh0.2_s15,D85b,7,8,0.05,0.2,15.0,2.0,14.983673469387753,21.813535670678526,36.797209140066286,213.50289916992188,145.80487060546875,0.0,213502899.16992188
D85b_wc7_h8_kc0.05_kh0.3_s15,D85b,7,8,0.05,0.3,15.0,2.0,14.983673469387753,21.813535670678526,36.797209140066286,213.50289916992188,127.5792236328125,0.0,213502899.16992188
D85b_wc7_h8_kc0.10_kh0.2_s15,D85b,7,8,0.1,0.2,15.0,2.0,14.983673469387753,21.813535670678526,36.797209140066286,202.2659454345703,145.80487060546875,0.0,202265945.4345703
D85b_wc7_h8_kc0.10_kh0.3_s15,D85b,7,8,0.1,0.3,15.0,2.0,14.983673469387753,21.813535670678526,36.797209140066286,202.2659454345703,127.5792236328125,0.0,202265945.4345703
